symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
TRMT1	0.031898775663237774	0.05247106379304776	No data	No data	No data	No data	No data	No data	tRNA methyltransferase 1
E2F5	0.03185706949656739	No data	No data	No data	No data	0.2620123015787679	No data	No data	E2F transcription factor 5
IL15	0.031841284219146004	No data	No data	No data	No data	0.2618824736651023	No data	No data	interleukin 15
PBLD	0.031791669744261036	No data	No data	No data	No data	0.034787151196664985	No data	0.25277762564691203	phenazine biosynthesis like protein domain containing
LINC00160	0.03178386750288435	No data	No data	No data	No data	0.26141024297299703	No data	No data	long intergenic non-protein coding RNA 160
ANKRD30BL	0.03178386750288435	No data	No data	No data	No data	0.26141024297299703	No data	No data	ankyrin repeat domain 30B like
LHFPL2	0.031717343129041106	No data	No data	No data	No data	No data	No data	0.2608631052551466	LHFPL tetraspan subfamily member 2
MCTP1	0.03170255993485372	No data	No data	No data	No data	0.012158615952232422	No data	0.25770186510756615	multiple C2 and transmembrane domain containing 1
NME1-NME2	0.03168038514357264	No data	No data	No data	No data	No data	No data	0.26055913985634077	NME1-NME2 readthrough
GABARAPL2	0.03166067421798946	No data	No data	No data	No data	0.26039702497697775	No data	No data	GABA type A receptor associated protein like 2
CCK	0.03164855931414349	No data	No data	No data	No data	0.2602973844924557	No data	No data	cholecystokinin
GHET1	0.03160192694403618	No data	No data	No data	No data	0.25991385095302566	No data	No data	gastric carcinoma proliferation enhancing transcript 1
UBA6	0.031558013147243706	No data	No data	No data	No data	0.2595526766469615	No data	No data	ubiquitin like modifier activating enzyme 6
NEBL	0.03144214255097829	0.05171993699694948	No data	No data	No data	No data	No data	No data	nebulette
LTA	0.031434185039809305	No data	No data	No data	No data	0.258534237476575	No data	No data	lymphotoxin alpha
CDYL	0.03141428764819966	No data	No data	No data	No data	0.258370588984939	No data	No data	chromodomain Y like
ZNF446	0.03141428764819966	No data	No data	No data	No data	0.258370588984939	No data	No data	zinc finger protein 446
UBE2Q1	0.03141428764819966	No data	No data	No data	No data	0.258370588984939	No data	No data	ubiquitin conjugating enzyme E2 Q1
SMYD4	0.03141428764819965	No data	No data	No data	No data	0.258370588984939	No data	No data	SET and MYND domain containing 4
SEMA4D	0.03139836799936441	No data	No data	No data	No data	0.2582396559174106	No data	No data	semaphorin 4D
ARL17A	0.03135103188665111	0.050962136074835	No data	No data	No data	0.012158615952232422	No data	No data	ADP ribosylation factor like GTPase 17A
CRISP2	0.03133298008016902	No data	No data	No data	No data	No data	No data	0.25770186510756615	cysteine rich secretory protein 2
SYBU	0.03133298008016902	No data	No data	No data	No data	No data	No data	0.25770186510756615	syntabulin
CHMP2B	0.03133298008016902	No data	No data	No data	No data	No data	No data	0.25770186510756615	charged multivesicular body protein 2B
NR2E1	0.031320866073821015	No data	No data	No data	No data	0.25760223200462423	No data	No data	nuclear receptor subfamily 2 group E member 1
G0S2	0.03129109436330475	No data	No data	No data	No data	0.2573573709889196	No data	No data	G0/G1 switch 2
CLDN3	0.03127950569029986	No data	No data	No data	No data	0.2572620585532738	No data	No data	claudin 3
DERL3	0.031229497720857303	No data	No data	No data	No data	0.2568507619909099	No data	No data	derlin 3
FBXO16	0.031085772221813256	No data	No data	No data	No data	0.2556686743288873	No data	No data	F-box protein 16
STMN1	0.03106648538028003	No data	No data	No data	No data	0.255510047379825	No data	No data	stathmin 1
KLHL7	0.03104470779351495	No data	No data	No data	No data	0.25533093499688087	No data	No data	kelch like family member 7
DNAJC5	0.03101390947229123	No data	No data	No data	No data	0.255077630497876	No data	No data	DnaJ heat shock protein family (Hsp40) member C5
TMEM88	0.030993377258142073	No data	No data	No data	No data	0.25490876083187275	No data	No data	transmembrane protein 88
CYGB	0.03099235064743462	No data	No data	No data	No data	0.2549003173485726	No data	No data	cytoglobin
DMRTA2	0.030950531282704623	0.05030334299259614	No data	No data	No data	0.012158615952232422	No data	No data	DMRT like family A2
FRZB	0.030902419549461334	No data	No data	No data	No data	0.2541606682114785	No data	No data	frizzled related protein
ADIPOR1	0.030889304539475686	No data	No data	No data	No data	0.2540528022336634	No data	No data	adiponectin receptor 1
GABBR1	0.03083938565202345	No data	No data	No data	No data	0.25364223833684857	No data	No data	gamma-aminobutyric acid type B receptor subunit 1
GGH	0.0308289814995635	No data	No data	No data	No data	0.2535566681329633	No data	No data	gamma-glutamyl hydrolase
MPI	0.03080771737188129	0.0506763557512066	No data	No data	No data	No data	No data	No data	mannose phosphate isomerase
TMEM116	0.030807453027769837	0.05067592092521573	No data	No data	No data	No data	No data	No data	transmembrane protein 116
RPSA	0.030698329340818783	No data	No data	No data	No data	0.25248210373140634	No data	No data	ribosomal protein SA
NPPB	0.030695799548160704	No data	No data	No data	No data	0.25246129714726867	No data	No data	natriuretic peptide B
MCU	0.03069345087850268	No data	No data	No data	No data	0.25244198023104025	No data	No data	mitochondrial calcium uniporter
SMIM11	0.03065950775166247	0.050432562179962816	No data	No data	No data	No data	No data	No data	small integral membrane protein 11
APOA1	0.030655146524363106	No data	No data	No data	No data	0.2521269414610844	No data	No data	apolipoprotein A1
NMU	0.030649462671143813	No data	No data	No data	No data	0.2520801939263187	No data	No data	neuromedin U
CSNK1D	0.030631599644834053	No data	No data	No data	No data	0.2519332773168959	No data	No data	casein kinase 1 delta
TPO	0.03058147551872209	No data	No data	No data	No data	0.25152102541002685	No data	No data	thyroid peroxidase
IGFBP6	0.03056814253236982	No data	No data	No data	No data	0.2514113666593545	No data	No data	insulin like growth factor binding protein 6
RPS9	0.030551934653935346	No data	No data	No data	No data	0.25127806301280337	No data	No data	ribosomal protein S9
ASAH1	0.03053915890011913	No data	No data	No data	No data	0.251172987288178	No data	No data	N-acylsphingosine amidohydrolase 1
KIF20A	0.030498140252864576	No data	No data	No data	No data	0.25083562448787494	No data	No data	kinesin family member 20A
MEST	0.03049108351215654	0.03251164039492432	No data	No data	No data	0.21013803498109698	No data	No data	mesoderm specific transcript
SLC25A16	0.030490338011487907	No data	No data	No data	No data	0.2507714540147937	No data	No data	solute carrier family 25 member 16
NR1H4	0.03046175656413427	No data	No data	No data	No data	0.25053638246169985	No data	No data	nuclear receptor subfamily 1 group H member 4
GDAP1	0.030364680860895103	No data	No data	No data	No data	No data	No data	0.24973797165885395	ganglioside induced differentiation associated protein 1
SNHG6	0.030355852008810965	No data	No data	No data	No data	0.24966535770247256	No data	No data	small nucleolar RNA host gene 6
SERBP1	0.03035585200881096	No data	No data	No data	No data	0.2496653577024725	No data	No data	SERPINE1 mRNA binding protein 1
GLRX3	0.030305548084145546	No data	No data	No data	No data	0.24925162702076462	No data	No data	glutaredoxin 3
PPARD	0.03029669662949802	No data	No data	No data	No data	0.24917882716688078	No data	No data	peroxisome proliferator activated receptor delta
HP	0.030290852271939856	No data	No data	No data	No data	0.24913075954486585	No data	No data	haptoglobin
ZNF410	0.030285015869996403	No data	No data	No data	No data	0.24908275735476143	No data	No data	zinc finger protein 410
IGHD1-7	0.030185226166418555	No data	No data	No data	No data	0.24826202492954222	No data	No data	immunoglobulin heavy diversity 1-7
PTP4A2	0.03015052986731946	No data	No data	No data	No data	0.24797666104244026	No data	No data	protein tyrosine phosphatase 4A2
POU1F1	0.03014951291746107	No data	No data	No data	No data	0.2479682970159557	No data	No data	POU class 1 homeobox 1
PLAT	0.03013261628520143	No data	No data	No data	No data	0.24782932863068868	No data	No data	plasminogen activator, tissue type
HOXA-AS2	0.030120758156803203	No data	No data	No data	No data	0.24773180002673562	No data	No data	HOXA cluster antisense RNA 2
ARL13B	0.030120758156803193	No data	No data	No data	No data	0.24773180002673556	No data	No data	ADP ribosylation factor like GTPase 13B
ZNF667	0.03010022594265405	No data	No data	No data	No data	0.24756293036073238	No data	No data	zinc finger protein 667
BLCAP	0.030048472192254833	No data	No data	No data	No data	0.2471372754128128	No data	No data	BLCAP apoptosis inducing factor
PBK	0.030045905665486188	No data	No data	No data	No data	0.24711616670456238	No data	No data	PDZ binding kinase
E2F8	0.02997703265775915	No data	No data	No data	No data	0.246549712364713	No data	No data	E2F transcription factor 8
CTSE	0.0299154360153117	No data	No data	No data	No data	0.24604310336670332	No data	No data	cathepsin E
STAB1	0.029859569536710973	No data	No data	No data	No data	0.24558362279078738	No data	No data	stabilin 1
PHF12	0.029792242730416793	No data	No data	No data	No data	0.2450298853706839	No data	No data	PHD finger protein 12
CDKL2	0.0297511783021185	No data	No data	No data	No data	0.2446921460386775	No data	No data	cyclin dependent kinase like 2
PRNP	0.029740660192608386	No data	No data	No data	No data	0.24460563858132023	No data	No data	prion protein
PPFIA1	0.029697383901047723	No data	No data	No data	No data	0.24424970751374905	No data	No data	PTPRF interacting protein alpha 1
SIX5	0.029689581659671047	No data	No data	No data	No data	0.2441855370406678	No data	No data	SIX homeobox 5
RBFOX1	0.029607452803074447	No data	No data	No data	No data	0.24351005837665488	No data	No data	RNA binding fox-1 homolog 1
GLIS1	0.02956638837477615	No data	No data	No data	No data	0.24317231904464845	No data	No data	GLIS family zinc finger 1
GSS	0.02956638837477615	No data	No data	No data	No data	0.24317231904464845	No data	No data	glutathione synthetase
ENSG00000223804	0.029566388374776147	No data	No data	No data	No data	0.24317231904464842	No data	No data	Poly 
GPAT3	0.029512093758672038	0.04089324654742577	No data	No data	No data	0.15303813481542544	No data	No data	glycerol-3-phosphate acyltransferase 3
RPS14	0.029468860357567683	No data	No data	No data	No data	0.2423701881311331	No data	No data	ribosomal protein S14
SASH1	0.029437035425636495	No data	No data	No data	No data	0.2421084401488281	No data	No data	SAM and SH3 domain containing 1
AZIN1	0.029402130661582943	No data	No data	No data	No data	0.2418213617166226	No data	No data	antizyme inhibitor 1
CCR8	0.029361066233284647	No data	No data	No data	No data	0.24148362238461618	No data	No data	C-C motif chemokine receptor 8
HAS1	0.029222021473808587	No data	No data	No data	No data	0.24034003202842494	No data	No data	hyaluronan synthase 1
SNED1	0.029196808520091447	No data	No data	No data	No data	0.24013266505659034	No data	No data	sushi, nidogen and EGF like domains 1
ABCC2	0.029188068860836722	No data	No data	No data	No data	0.24006078467736744	No data	No data	ATP binding cassette subfamily C member 2
GPRC5A	0.02917856560326634	No data	No data	No data	No data	0.23998262399191014	No data	No data	G protein-coupled receptor class C group 5 member A
INF2	0.02909332480557558	0.03904131359341039	No data	No data	No data	0.1762999313073701	No data	No data	inverted formin 2
LINP1	0.02906767756202596	No data	No data	No data	No data	0.2390706119530726	No data	No data	lncRNA in non-homologous end joining pathway 1
HDLBP	0.029053083021047393	No data	No data	No data	No data	0.2389505773945677	No data	No data	high density lipoprotein binding protein
PLAGL1	0.02904925313457141	No data	No data	No data	No data	0.23891907803237855	No data	No data	PLAG1 like zinc finger 1
RPS27	0.029019820834125767	No data	No data	No data	No data	0.2386770085356425	No data	No data	ribosomal protein S27
FBXO28	0.029012018592749097	No data	No data	No data	No data	0.23861283806256128	No data	No data	F-box protein 28
TBC1D16	0.029012018592749097	No data	No data	No data	No data	0.23861283806256128	No data	No data	TBC1 domain family member 16
PCSK1N	0.02900920363045005	No data	No data	No data	No data	0.23858968606639575	No data	No data	proprotein convertase subtilisin/kexin type 1 inhibitor
WNT3	0.028967372793177074	0.04191741122737295	No data	No data	No data	0.11463434869874765	No data	No data	Wnt family member 3
FOLH1	0.028966327233397586	No data	No data	No data	No data	0.2382370439793283	No data	No data	folate hydrolase 1
SORT1	0.028953091138141034	No data	No data	No data	No data	0.23812818212113201	No data	No data	sortilin 1
CCL7	0.028947317243152297	No data	No data	No data	No data	0.23808069402699847	No data	No data	C-C motif chemokine ligand 7
SFTPD	0.02888882530785419	No data	No data	No data	No data	0.2375996200665419	No data	No data	surfactant protein D
SCGB2A1	0.02883644216157239	0.03832323923441544	No data	No data	No data	0.1822103696174831	No data	No data	secretoglobin family 2A member 1
LHX6	0.028827228665406743	No data	No data	No data	No data	0.23709301106853223	No data	No data	LIM homeobox 6
UBE2A	0.028827228665406743	No data	No data	No data	No data	0.23709301106853223	No data	No data	ubiquitin conjugating enzyme E2 A
LINC00958	0.028827228665406743	No data	No data	No data	No data	0.23709301106853223	No data	No data	long intergenic non-protein coding RNA 958
FOXE3	0.028827228665406743	No data	No data	No data	No data	0.23709301106853223	No data	No data	forkhead box E3
CHAC2	0.028827228665406743	No data	No data	No data	No data	0.23709301106853223	No data	No data	ChaC glutathione specific gamma-glutamylcyclotransferase 2
